Sr No,Date,StartUp,Vertical,Subvertical,Location,Investors,Round,Amount
1285,2016-07-10,flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,sanjay nayar vikram sud anil jaggia narayan seshadri,Private Equity,128.355
1286,2016-07-10,sibia analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,radhakrishnan natarajan others,Seed Funding,0.0
1287,2016-10-10,vithi,eCommerce,Online Hair Extension etailer,New Delhi,undisclosed investor,Seed Funding,3.2088749999999995
1288,2016-11-10,yupp tv,Consumer Internet,Internet-based TV streaming service provider,Bangalore,emerald media,Private Equity,427.84999999999997
1289,2016-11-10,deyor camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,nitin passi manickam mahalingam udaan angels rajesh arora arkas industries,Seed Funding,4.2785
1291,2016-10-13,faballey,ecommerce,online fashion brand store,Noida,india quotient fao indian angel network tushar singh ranjan sharma,Private Equity,17.114
1292,2016-10-13,shoekonnect,eCommerce,B2B Marketplace for Shoes,Agra,indian angel network,Seed Funding,0.0
1293,2016-10-13,maya,Consumer Internet,Womens Health Tracker App,Bangalore,rajan anandan,Seed Funding,0.0
1294,2016-10-13,robovac,Technology,waterless car washing solution,Ahmedabad,virendra patel,Seed Funding,3.85065
1295,2016-10-14,newspatrolling,Consumer Internet,Online News portal,New Delhi,undisclosed,Seed Funding,0.213925
1296,2016-10-14,postman,Consumer Internet,API Platform,Bangalore,nexus venture partners,Private Equity,59.899
1297,2016-10-14,isfc,Finance,Education Sector Lending,Hyderabad,gray matters capital,Private Equity,51.34199999999999
1298,2016-10-14,beatroute,Technology,SAAS based mobile application platform,Gurgaon,quarizon consultancy services,Seed Funding,0.0
1299,2016-10-14,kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,karan bhagat,Seed Funding,0.0
1300,2016-10-14,innov8,Consumer Internet,Co-Working Spaces aggregator,Bangalore,punit soni,Seed Funding,0.0
1302,2016-10-15,tazzo bikes,Consumer Internet,Motorbike rental platform,Hyderabad,dsg consumer partners,Seed Funding,1.942439
1303,2016-10-15,mykindofjob,Consumer Internet,Internet & Fresher Job platform,Mumbai,mayank shah shreyans shah,Seed Funding,8.557
1304,2016-10-17,trilyo,Technology,B2B SAAS based product,Bangalore,vishnu bhat rajiv lunkad naresh ravindranath,Seed Funding,0.0
1305,2016-10-17,rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,boman irani dhruv chitgopekar prantik dasgupta,Seed Funding,0.0
1306,2016-10-17,yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,hemant sahni,Seed Funding,2.5670999999999995
1307,2016-10-17,rentalpha,Others,equipment rental and leasing company,Mumbai,bravia capital,Private Equity,136.912
1308,2016-10-18,3dexter,Technology,3D Printing Solutions for Edu space,New Delhi,newbie promoters,Seed Funding,1.2835499999999997
1309,2016-10-18,babychakra,Consumer Internet,Parenting and Child Care portal,Mumbai,roundglass partners,Private Equity,0.0
1310,2016-10-18,coppre,eCommerce,Copper based items etailer,Pune,ganesh natarajan,Seed Funding,0.0
1311,2016-10-18,mysun,Technology,Solar Energy harnessing products marketplace,Noida,general catalyst partners,Private Equity,21.3925
1312,2016-10-18,epathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,hyderabad angels tlabs,Seed Funding,0.0
1313,2016-10-19,furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,lightbox axis capital others,Private Equity,256.71
1314,2016-10-19,fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,saama capital raghunandan g aprameya radhakrishna,Private Equity,9.4127
1315,2016-10-19,actofit,Technology,Wearable Technology platform & devices,Mumbai,next orbit fund,Private Equity,6.417749999999999
1316,2016-10-20,stayology,Consumer Internet,Stay & Travel related services,Bangalore,ranjan pai,Seed Funding,0.0
1317,2016-10-20,hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,mobikon,Seed Funding,0.0
1318,2016-10-20,railyatri,Consumer Internet,Train Travel Info mobile app,Noida,helion blume,Private Equity,0.0
1319,2016-10-21,chatongo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,janak jain,Seed Funding,2.5670999999999995
1320,2016-10-23,wotu,eCommerce,B2B Marketplace for traders,Bangalore,kae capital,Seed Funding,0.0
1321,2016-10-24,healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,beenext,Private Equity,25.670999999999996
1322,2016-10-24,box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,iifl seed fund mayfield,Private Equity,64.1775
1323,2016-10-25,kredx,eCommerce,Invoice discounting marketplace,Bangalore,sequoia capital,Private Equity,51.34199999999999
1324,2016-10-25,creditmate,Consumer Internet,Credit Report Info platform,Mumbai,india quotient,Seed Funding,4.2785
1325,2016-10-25,pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,swastika company ltd,Seed Funding,0.0
1326,2016-10-25,satvakart,eCommerce,Online Grocery Etailer,Gurgaon,nimit panigrahi,Seed Funding,0.0
1327,2016-10-25,soopermo,Technology,Android utility app suite creator,Gurgaon,lalit vase,Seed Funding,0.8557
1328,2016-10-26,orangetwig,Consumer Internet,Social Media Marketing platform,New Delhi,undisclosed investor,Seed Funding,8.557
1329,2016-10-26,wooplr,Consumer Internet,Fashion Discovery App,Bangalore,astarc anand chandrasekaran,Seed Funding,0.0
1330,2016-10-26,the kettlery,eCommerce,Online Tea Etailer,Ahmedabad,hooting starts sports franchise india,Private Equity,8.557
1331,2016-10-27,idea bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,1crowd eureka forbes ltd shapoorji pallonji co ltd,Private Equity,5.9899
1332,2016-10-27,fr8,Technology,Truck Fleet Operation platform,Chennai,omnivore partners,Private Equity,8.308847
1333,2016-10-27,ather energy,Technology,Electric Vehicle Manufacturer,Bangalore,hero motocorp,Private Equity,231.039
1334,2016-10-28,pikkol,Logistics,Relocation Service provider,Bangalore,ajay nanavati afsal salu,Seed Funding,0.0
1335,2016-10-29,velmenni,Technology,LiFi based wireless communication provider,New Delhi,kalaari capital,Seed Funding,0.8557
1336,2016-10-29,volta motors,Technology,Electric Bike Manufacturer,Chennai,kalaari capital,Seed Funding,0.8557
1337,2016-10-29,cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,kalaari capital,Seed Funding,0.8557
1338,2016-10-30,impact analytics,Technology,Business intelligence and data science Startup,Bangalore,aarin capital michael herzig ashish lakhanpal,Private Equity,6.417749999999999
1339,2016-10-31,talent next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,karanpal singh others,Seed Funding,8.557
1340,2016-01-09,mad street den,Technology,Artificial Intelligence platform,Chennai,sequoia india exfinity growx,Private Equity,0.0
1341,2016-01-09,mihup,Technology,Personal Digital Assistant,Kolkata,accel partners,Private Equity,57.3319
1342,2016-01-09,renowala,eCommerce,Home Improvement Marketplace,Hyderabad,pradeep dhobale,Seed Funding,0.0
1343,2016-01-09,lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,amit choudhary,Seed Funding,0.0
1344,2016-04-09,trackbizz,Technology,Field Force Automation System,Kochi,grasshoppers,Private Equity,0.0
1345,2016-05-09,social quotient,Technology,Platform for Social Causes,Mumbai,anita dongre yash dongre milind sarwate,Seed Funding,0.0
1346,2016-05-09,stalk buy love,eCommerce,Fashion Apparel eTailer,New Delhi,william bissel,Seed Funding,0.0
1347,2016-06-09,eshakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,infina finance uday kotak,Private Equity,11.551949999999998
1348,2016-06-09,cheersoye,Consumer Internet,Online Gift Vouchers platform,Mumbai,undisclosed investors,Seed Funding,4.2785
1349,2016-06-09,lenskart,eCommerce,Online Eyewear eTailer,New Delhi,premjiinvest,Private Equity,0.0
1350,2016-06-09,bigstylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,info edge india ltd,Private Equity,7.7013
1352,2016-07-09,alternacare,Consumer Internet,Online Doctor Consulting platform,New Delhi,eros,Seed Funding,4.2785
1353,2016-07-09,simplilearn,Education,Online Certification programs,Bangalore,innoven capital india,Private Equity,51.34199999999999
1354,2016-07-09,prozo,eCommerce,Study Material Marketplace,Gurgaon,earlsfield capital sailender solanki rajiv solanki,Seed Funding,2.6954549999999995
1355,2016-08-09,toprankers,Education,Online Test Preparation platform,Bangalore,careernet consulting ideation initiative,Seed Funding,5.73319
1356,2016-08-09,buildtraders,eCommerce,Online Construction Materials Marketplace,Bangalore,idein,Seed Funding,1.7114
1358,2016-09-09,nobroker,Consumer Internet,Online Home Rental platform,Bangalore,anand chandrasekaran,Seed Funding,0.0
1359,2016-10-09,freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,ravi linganuri,Seed Funding,0.0
1360,2016-10-09,cureinstant,Consumer Internet,Social Health Networking Platform,New Delhi,dr rameshwar kumar,Seed Funding,1.2835499999999997
1361,2016-10-09,poshtic,Consumer Internet,Online health & Wellness platform,Noida,havya sharma amit nagar,Seed Funding,3.85065
1362,2016-10-09,karmacircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,harinder takhar zain raj dr prasad kaipa abaran deep aseem sood mustafa patni,Seed Funding,0.0
1363,2016-12-09,purple style,Consumer Internet,Personal Styling Online platform,Mumbai,augment rahul kayan nikhil golcha shubham gupta roy kwan,Seed Funding,3.833536
1364,2016-12-09,inuxu,Technology,Online Advertising Solutions,Pune,fork media,Private Equity,25.670999999999996
1365,2016-12-09,nykaa,eCommerce,Online Beauty products eTailer,Mumbai,sunil munjal mariwala family,Private Equity,105.2511
1366,2016-12-09,glam studios,Consumer Internet,Beauty Salon Aggregator,Noida,pradeep mirani aqeel ahmed anand ladsariya nitin agarwal,Seed Funding,2.5670999999999995
1367,2016-09-13,findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,raj singh bhandal,Seed Funding,0.0
1368,2016-09-13,ideachakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,ratan tata,Seed Funding,0.0
1369,2016-09-13,shoekonnect,eCommerce,Footwear & Leather B2B App,Agra,indian angels network,Seed Funding,0.0
1370,2016-09-13,nearbuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,blacksoil capital,Private Equity,21.3925
1371,2016-09-14,zeroinfy,Consumer Internet,Online Video Lectures platform,Kolkata,calcutta angels network,Seed Funding,0.0
1372,2016-09-14,flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,balasubramanian krishnamurthy sidhartha hazarika others,Seed Funding,1.2835499999999997
1373,2016-09-14,lenspick,eCommerce,eyewear eTailer,Bangalore,scadea,Private Equity,0.0
1375,2016-09-15,furlenco,eCommerce,Online furniture rental startup,Bangalore,lightbox and others,Private Equity,42.785
1376,2016-09-15,gopigeon,Consumer Internet,on-demand logistics service provider,Bangalore,nexus venture partners,Private Equity,12.835499999999998
1377,2016-09-16,newsdistill,Consumer Internet,City based News Aggregator App,Hyderabad,ganesh narasimhan ramana thumu sudhir mallem,Seed Funding,0.8557
1378,2016-09-16,doctorinsta,Consumer Internet,Online Doctor Consultations,Gurgaon,roundglass partners,Private Equity,8.557
1379,2016-09-19,milofy,Consumer Internet,Couple Socialization App,Bangalore,accel partners,Seed Funding,6.417749999999999
1380,2016-09-19,liqvid,Technology,Integrated eLearning content solutions,New Delhi,gray matters capital,Private Equity,0.0
1381,2016-09-19,swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,bessemer venture partners,Private Equity,128.355
1382,2016-09-20,codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,cio angel network,Seed Funding,0.0
1383,2016-09-20,justlikenew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,letsventure,Seed Funding,4.2785
1384,2016-09-20,joehukum,Technology,Enterprise customer engagement solutions,New Delhi,sumit jain,Seed Funding,0.0
1385,2016-09-21,co life,Consumer Internet,shared living and working spaces platform,Bangalore,undisclosed investors,Seed Funding,8.557
1386,2016-09-21,purpledocs,Consumer Internet,Electronic Health care records platform,Vadodara,kellygamma lead angels others,Seed Funding,0.0
1387,2016-09-21,pepperfry,eCommerce,Furniture eTailer,Mumbai,goldman sachs group zodius technology fund norwest venture partners bertelsmann india,Private Equity,267.8341
1388,2016-09-21,equickies,eCommerce,Online Book etailer,Ahmedabad,lothal angel,Seed Funding,2.5499859999999996
1389,2016-09-21,khel now,Consumer Internet,Mobile-based social networking platform,New Delhi,anglian omega network,Seed Funding,2.99495
1390,2016-09-22,gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,carpediem capital,Private Equity,51.34199999999999
1391,2016-09-22,dailyrounds,Consumer Internet,Mobile App for Doctors,Bangalore,accel partners beenext powerhouse akusa holdings,Private Equity,0.0
1392,2016-09-22,flixy games,Technology,Mobile Game Publisher for Indian audience,Bangalore,rebright partners,Seed Funding,3.636725
1393,2016-09-22,hashtaag,Technology,Mobile App Development company,Bangalore,undisclosed investors,Seed Funding,8.557
1394,2016-09-22,pharmarack,Technology,SAAS application for Pharma Industry,Pune,currae healthtech fund unicorn india,Private Equity,6.3749649999999995
1396,2016-09-23,parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,rohit ma,Seed Funding,0.0
1397,2016-09-23,first moms club,Consumer Internet,Social Network for Mothers,Mumbai,idea wave,Seed Funding,0.0
1398,2016-09-23,inmotion,Technology,Financial platform for daily wage earning communities,Noida,prashant tandon gaurav agarwal gaurav bhogle shrishti sahu shantanu mathur prabhat aggarwal,Seed Funding,0.0
1400,2016-09-26,evengini,Consumer Internet,Event Registration and Ticketing platform,Chennai,procam international,Private Equity,0.0
1401,2016-09-27,tinystep,Consumer Internet,Parenting Network Platform,Bangalore,flipkart logistics,Private Equity,13.52006
1402,2016-09-27,canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,pratik seal,Seed Funding,0.0
1403,2016-09-28,beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,venture catalysts,Seed Funding,4.2785
1404,2016-09-28,instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,swastika co ltd,Seed Funding,8.557
1405,2016-09-28,celes care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,endiya partners,Seed Funding,8.557
1406,2016-09-28,druva,Technology,Cloud Based Data Protection Solution,Pune,sequoia india edbi blue cloud hercules capital,Private Equity,436.407
1407,2016-09-29,promon,eCommerce,Local Commerce Platform,New Delhi,now capital,Seed Funding,1.5402599999999997
1408,2016-09-29,fastudent,eCommerce,Education eCommerce platform,Noida,kanwaljit singh ajay lakhotia pavan ongole ashish gupta,Seed Funding,0.0
1409,2016-09-29,unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,blume mumbai angels ah digital currency group boost vc bank to the future and funders club,Private Equity,12.835499999999998
1410,2016-09-30,demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,deepak nathani,Seed Funding,0.0
1411,2016-09-30,zeta,Technology,Enterprise Cloud Solutions,Mumbai,bhavin turakhia,Private Equity,162.58299999999997
1412,2016-09-30,kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,rajasthan angel innovators network,Seed Funding,0.0
1413,2016-01-08,healthkart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,sequoia capital india omidyar network kae capital,Private Equity,102.68399999999998
1414,2016-01-08,medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,mudit saxena evan lim,Seed Funding,1.7114
1415,2016-01-08,repaireasy,Consumer Internet,Gadget Repair Services Platform,Pune,undisclosed hnis,Seed Funding,2.353175
1416,2016-01-08,voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,innoven capital,Private Equity,25.670999999999996
1417,2016-01-08,tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,syska led group,Private Equity,21.3925
1418,2016-02-08,sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,lumis partners the hr fund rajul garg quintillion media,Private Equity,15.4026
1419,2016-02-08,daily ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,venk krishnan aprameya radhakrishna anupam mittal kunal shah tracxn subramanya sv ravi garkipati,Seed Funding,0.0
1420,2016-02-08,yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,binny bansal anupam mittal sachin bhatia darius pandole kunal khattar dheerag jain,Seed Funding,8.557
1421,2016-03-08,xcode,Healthcare,Personal Genomics,Chennai,roundglass partners,Private Equity,0.0
1422,2016-03-08,extracarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,brand capital,Seed Funding,1.925325
1423,2016-03-08,flickbay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,paul roy,Seed Funding,7.61573
1424,2016-04-08,petoo,Consumer Internet,Food Delivery Platform,Bangalore,existing investors,Seed Funding,4.2785
1425,2016-04-08,lehlehsports,Others,Sports Arena discovery,New Delhi,anglian omega network,Seed Funding,0.0
1426,2016-05-08,tricog,Healthcare,Healthcare Analytics Platform,Bangalore,inventus capital partners blume others,Private Equity,0.0
1427,2016-06-08,vst travels,Technology,Travel Ticket Booking Software,Kerala,promatus group,Seed Funding,0.231039
1428,2016-08-08,adpushup,Technology,Ad optimization Platform,New Delhi,geniee purvi capital,Private Equity,0.0
1429,2016-08-08,wefly indoor skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,swastika company ltd,Seed Funding,0.34228
1430,2016-08-08,mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurgaon,undisclosed investors,Seed Funding,3.807865
1431,2016-08-08,zipgrid,Consumer Internet,Community services platform,Mumbai,1crowd through crowd funding,Seed Funding,1.7114
1432,2016-09-08,mobident,Healthcare,Dental Protection Solution,Bangalore,centre for innovation incubation and entrepreneurship ciie,Seed Funding,0.0
1433,2016-09-08,zeolrrespiron,Technology,Healthcare related IoT platform,New Delhi,centre for innovation incubation and entrepreneurship ciie,Seed Funding,0.0
1434,2016-10-08,vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,anupam mittal sharad sharma 14 others,Seed Funding,4.2785
1435,2016-10-08,bombay shaving company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,noshir kaka subramanian ramadorai kiran deshpande pankaj gupta ravi nigam others,Seed Funding,5.134199999999999
1436,2016-11-08,travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,gujarat venture finance limited gvfl bennett coleman co ltd,Private Equity,59.899
1437,2016-11-08,91springboard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,khattar holdings thirtythree investments soumitra sharma deepak sharma sumit dayal and others,Private Equity,0.0
1438,2016-11-08,genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1crowd through crowdfunding,Seed Funding,1.788413
1439,2016-11-08,zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,norwest venture partners accel india,Private Equity,128.355
1440,2016-12-08,crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,mukul singhal rohit jain himanshu aggrawal sunil goyal ashish gupta,Private Equity,12.835499999999998
1441,2016-12-08,faircent,Consumer Internet,peer-to-peer lending platform,Gurgaon,brand capital,Private Equity,12.835499999999998
1442,2016-12-08,innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,westbridge capital partners,Private Equity,133.4892
1443,2016-12-08,cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,undisclosed investors,Seed Funding,4.2785
1444,2016-12-08,funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,ht media ltd north base media,Seed Funding,0.0
1445,2016-08-15,buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,anand chandrasekaran kanwaljit singh manoj varghese,Seed Funding,0.0
1446,2016-08-16,zappfresh,ECommerce,Raw Meat Products eTailer,Gurgaon,ashvin chadha,Seed Funding,0.0
1447,2016-08-16,oyorooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,softbank group,Private Equity,530.534
1448,2016-08-16,hike,Consumer Internet,Mobile Messaging App,New Delhi,tencent holdings foxconn technology group tiger global softbank group bharti enterprises,Private Equity,1497.475
1449,2016-08-16,joolz,eCommerce,Online Jewellery Store,Mumbai,powerhouse ms partners,Private Equity,4.2785
1450,2016-08-16,salebhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,brand capital,Private Equity,12.835499999999998
1451,2016-08-16,makkajai,Technology,Online & Mobile learning for kids,Pune,anand chandrasekaran ananth narayanan mekin maheshwari ravi garikipati divyesh shah swastika company ltd,Seed Funding,2.13925
1452,2016-08-16,gradopedia,Consumer Internet,Career progression Portal,Mumbai,undisclosed dubai based hnis,Seed Funding,0.0
1453,2016-08-17,maalgaadi,Logistics,Online Logistics Marketplace,Indore,swan angel networksachin khandelwal and others,Seed Funding,3.2088749999999995
1454,2016-08-17,zipi,Technology,Mobile Chatbot App,Bangalore,swan angel network,Seed Funding,0.0
1455,2016-08-17,appknox,Technology,Mobile security solutions,Bangalore,seedplus infocomm investments accel partners rnt associates,Private Equity,5.775974999999999
1456,2016-08-17,pikkol,Logistics,Packers & Movers,Bangalore,indian angel network,Seed Funding,0.0
1457,2016-08-18,meesho,eCommerce,Mobile based eCommerce SAAS platform,Bangalore,kashyap deorah rajul garg maninder gulati,Seed Funding,0.0
1458,2016-08-18,sesame software,Technology,Financial Technology Solutions Provider,Kozhikode,speridian,Private Equity,0.0
1459,2016-08-19,quikr,Consumer Internet,Classified Listings platform,Mumbai,brand capital,Private Equity,171.14
1460,2016-08-19,digio,Technology,Aadhar based Document Signing platform,Bangalore,rainmatter,Private Equity,3.2088749999999995
1461,2016-08-19,ziffity,Technology,Full Service Ecommerce Agency,Chennai,aspire systems,Private Equity,0.0
1462,2016-08-22,zzungry,Consumer Internet,Food Delivery platform,Bangalore,satish vasudeva madhusudhan jujare others,Seed Funding,0.0
1463,2016-08-22,puro wellness,healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,torrent group,Private Equity,316.609
1464,2016-08-22,fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,saha fund exfinity venture partners others,Private Equity,0.0
1465,2016-08-23,tac security,Technology,Cyber-Security Solutions Provider,New Delhi,vijay kedia,Seed Funding,0.0
1466,2016-08-23,notesgen,Consumer Internet,Online Notes Sharing Portal,New Delhi,riju gupta kamal chabra,Seed Funding,0.8557
1467,2016-08-23,nearu,Consumer Internet,Marketing app for retailers,Mumbai,dr goutam challagalla,Seed Funding,0.0
1468,2016-08-23,octoai,Technology,Artificial Intelligence based marketing platform,New Delhi,outbox jaspreet bindra arjun malhotra rohan malhotra sidharth rao rakesh agrawal,Seed Funding,1.7114
1469,2016-08-24,shaadisaga,Consumer Internet,Wedding Website Creator,New Delhi,ah anupam mittal kunal shah sandeep tandon dheeraj jain rohit chokhani,Seed Funding,0.0
1471,2016-08-24,advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,kalaari capital,Seed Funding,0.8557
1472,2016-08-24,guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,kalaari capital,Seed Funding,4.2785
1473,2016-08-24,beyond evolution,Technology,Mobile Apps & Tech Services provider,Gurgaon,vineet taneja kamal puri,Seed Funding,0.0
1474,2016-08-24,uber dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,mohit lalvani,Seed Funding,4.2785
1475,2016-08-24,convegenius,Education,Edutainment platform,Noida,michael and susan dell foundation,Private Equity,7.7013
1476,2016-08-24,urbanladder,eCommerce,Online Furniture Store,Mumbai,trifecta capital,Private Equity,25.670999999999996
1477,2016-08-24,encashea,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,kunal shah sandeep tandon tracxn,Seed Funding,0.0
1478,2016-08-25,engineerbabu,Technology,Mobile App & Web Development company,Indore,scale,Seed Funding,0.0
1479,2016-08-25,cult,Healthcare,Health and Fitness Centres,Bangalore,curefit,Private Equity,25.670999999999996
1480,2016-08-25,witworks,Technology,Consumer IoT Startup,Bangalore,fireside investopad p39 capital anupam mittal pranay jivrajka maninder gulati abhinav sinha,Seed Funding,0.0
1482,2016-08-25,zoomcar,Consumer Internet,Self-driven car booking platform,Bangalore,ford smart mobility llc,Private Equity,205.36799999999997
1483,2016-08-26,plix,Consumer Internet,Photo and Video Sharing App,Gurgaon,instalabs,Seed Funding,4.2785
1484,2016-08-26,mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,net1 ueps,Private Equity,342.28
1485,2016-08-26,mydidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,undisclosed ex mckinsey directors and partners,Seed Funding,4.70635
1486,2016-08-26,crownit,Consumer Internet,Cashback Mobile app,Gurgaon,kunal shah sandeep tandon girish mathrubootham anand chandrasekaran,Seed Funding,0.0
1487,2016-08-29,loantap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,dr abhishek pandey jaysukh sapra,Private Equity,25.670999999999996
1488,2016-08-29,runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,nexus venture partners blume,Private Equity,59.899
1489,2016-08-29,zolo,Consumer Internet,on-demand online talent marketplace,Noida,hitouch ag,Private Equity,0.0
1490,2016-08-29,notion press,Consumer Internet,Self-Publishing books platform,Chennai,undisclosed hni investors,Private Equity,8.557
1491,2016-08-29,livspace,Consumer Internet,Online portal for Home Design,Bangalore,bessemer venture partners jungle helion,Private Equity,128.355
1492,2016-08-30,iaugmentor,Technology,Assessment & Learning Platform,Gurgaon,rajasthan angel investor network others,Seed Funding,1.2749929999999998
1493,2016-08-30,daybox,Consumer Internet,Fruit & Vegetable Delivery platform,New Delhi,ashutosh lawania rajul jain badal malick rishi gupta others,Seed Funding,0.889928
1494,2016-08-30,paytm,eCommerce,Mobile Wallet & ECommerce platform,Bangalore,mediatek,Private Equity,513.42
1495,2016-08-30,cropin,Technology,Agriculture Technology Solutions,Bangalore,sophia investment aps,Private Equity,17.114
1496,2016-08-30,canvera,Consumer Internet,Photographer Discovery & Information platform,Bangalore,info edge india ltd,Private Equity,25.670999999999996
1497,2016-08-30,prime focus,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,ambit pragma,Private Equity,0.0
1498,2016-08-31,flyrobe,eCommerce,Online fashion rental platform,Mumbai,idg sequoia capital gree,Private Equity,45.35209999999999
1499,2016-08-31,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,sarbvir singh raghav bahl,Seed Funding,0.0
1500,2016-01-07,razorpay,Consumer Internet,Online Payment Gateway,Bangalore,mastercard,Private Equity,0.0
1501,2016-01-07,darwinbox,Technology,HR Software Services Startup,Hyderabad,3one4 capital tracxn aaruha technology fund endiya partners,Seed Funding,0.0
1502,2016-01-07,venture catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,zaffiro,Seed Funding,4.2785
1503,2016-01-07,pressplay tv,Consumer Internet,Video Content Discovery Platform,New Delhi,sequoia capital sd vistaar investment advisors,Private Equity,0.0
1504,2016-02-07,playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,saif partners,Private Equity,5.9899
1505,2016-04-07,wealthtrust,Consumer Internet,Wealth Management App,Mumbai,india quotient,Seed Funding,0.0
1506,2016-04-07,curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,accel partners idg kalaari capital,Private Equity,128.355
1507,2016-04-07,stitchwood,eCommerce,Custom Furniture Online,Mumbai,deepak gupta,Seed Funding,1.7114
1508,2016-04-07,grab,Logistics,hyperlocal logistics service,Mumbai,aramex llc,Private Equity,17.114
1509,2016-04-07,fulfilio,Consumer Internet,Cloud Based ERP Software,US,rajan anandan,Seed Funding,0.0
1510,2016-04-07,neogrowth,Finance,SME Lending platform,Mumbai,iifl wealth management seed venture fund omidyar network khosla impact aspada,Private Equity,136.912
